INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CITY,STATE,POSTAL_CODE,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID,AGENT_NAME,DATE_OF_JOINING,AGENT_CITY,AGENT_STATE,AGENT_POSTAL_CODE,EMP_ROUTING_NUMBER,EMP_ACCT_NUMBER,VENDOR_NAME,VENDOR_CITY,VENDOR_STATE,VENDOR_POSTAL_CODE,TRANSACTION_DAY,TRANSACTION_MONTH,TRANSACTION_YEAR,POLICY_EFF_DAY,POLICY_EFF_MONTH,POLICY_EFF_YEAR,LOSS_DAY,LOSS_MONTH,LOSS_YEAR,REPORT_DAY,REPORT_MONTH,REPORT_YEAR
Property,144.13,22000,Montgomery,AL,36116,Y,37,110,Y,3,L,Own,HI,Bachelor,A,Minor Loss,Police,1,1,AL,Montgomery,8,AGENT00245,VNDR00312,Angelica Rayburn,2005-09-12,Fayetteville,AR,72701,118145682,IVIO15904971117334,Roberts Inc,Glendale,AZ,85302,11,1,2021,11,7,2017,24,12,2020,29,12,2020
Property,153.73,12000,Annapolis,MD,21409,Y,44,58,Y,6,L,Rent,LI,MD,A,Total Loss,Police,0,1,KY,Louisville,11,AGENT00453,VNDR00001,Jose Hannaford,2006-11-16,Tahoe City,CA,96145,123105756,NIXG93847376319318,"King, Proctor and Jones",Fayetteville,AR,72703,12,1,2021,11,11,2013,23,12,2020,28,12,2020
Mobile,9.57,300,Glendale,AZ,85303,Y,60,66,Y,3,M,Rent,HI,Bachelor,A,Total Loss,Other,1,0,MD,Annapolis,1,AGENT00969,VNDR00269,Julian Holland,1990-09-10,Panama City Beach,FL,32407,113174014,ZCGA42160773116840,Davies LLC,Nashville,TN,37221,12,1,2021,27,2,2014,29,12,2020,3,1,2021
Mobile,8.14,600,Fremont,CA,94536,N,42,62,Y,7,M,Rent,MI,Bachelor,A,Major Loss,Police,0,0,AK,Anchorage,14,AGENT00284,VNDR00562,Laura Carroll,2007-05-31,Berkeley,CA,94705,24848170,EXSJ20983551845112,Stephens Group,Louisville,KY,40228,12,1,2021,18,3,2012,31,12,2020,5,1,2021
Life,85.49,92000,Oklahoma City,OK,73107,Y,57,34,Y,6,H,Rent,LI,Bachelor,A,Major Loss,Ambulance,0,1,AL,Montgomery,13,AGENT01112,VNDR00518,Patricia Short,2018-06-14,Fremont,CA,94536,123687986,EMFU19704828659582,"Gomez, Griffin and Davis",Panama City,FL,32405,12,1,2021,16,4,2012,24,12,2020,29,12,2020
Travel,71.92,1000,Barre,VT,5641,N,52,102,Y,4,L,Mortgage,MI,Bachelor,A,Minor Loss,Ambulance,0,1,CA,Gardena,12,AGENT00265,VNDR00202,Roberta Lewis,2000-06-01,Louisville,KY,40258,121560924,INKC72804181399367,"White, Mills and Terry",Fremont,CA,94555,12,1,2021,11,9,2018,7,1,2021,8,1,2021
Life,91.64,35000,Evergreen,CO,80439,Y,53,116,Y,6,H,Own,MI,Bachelor,A,Major Loss,Ambulance,1,0,AR,Fayetteville,16,AGENT00567,VNDR00023,Albert Tardiff,1998-08-30,Glendale,AZ,85308,97736963,CRUA62629462360388,Mckinney-Campbell,Louisville,KY,40219,12,1,2021,30,8,2013,24,12,2020,29,12,2020
Property,85.13,15000,Fayetteville,AR,72701,Y,39,34,Y,7,L,Rent,MI,High School,A,Total Loss,Police,1,1,MA,Cambridge,7,AGENT00174,VNDR00486,Leonard Martin,2008-10-02,Glen Burnie,MD,21060,69965351,QHBF55719196862096,Taylor-Price,San Leandro,CA,94578,12,1,2021,2,1,2017,8,1,2021,9,1,2021
Mobile,10.48,500,Holbrook,MA,2343,Y,63,31,Y,7,H,Rent,LI,Bachelor,A,Total Loss,Ambulance,1,1,AZ,Waddell,10,AGENT00075,VNDR00066,Judy Kesselman,2001-02-10,Haverhill,MA,1830,30968662,QLXR90238004955533,Hart-Carpenter,Livermore,CA,94550,12,1,2021,24,11,2017,24,12,2020,29,12,2020
Travel,88.36,5000,Savannah,GA,31405,Y,48,29,Y,6,M,Own,HI,PhD,A,Major Loss,Ambulance,1,1,MA,Brookline,10,AGENT01002,VNDR00539,Keith Thomas,1998-06-26,Castro Valley,CA,94546,73403469,HJKO59123090737147,Anderson Inc,Telluride,CO,81435,12,1,2021,3,6,2014,10,1,2021,10,1,2021
Motor,91.43,10000,Annapolis,MD,21401,N,55,102,Y,6,L,Mortgage,MI,Bachelor,A,Major Loss,Police,1,1,VT,Charlotte,5,AGENT00992,VNDR00522,James Velasco,2017-12-25,Edmond,OK,73003,98114047,ARCO40171458717938,Moore-Elliott,Glendale,AZ,85301,12,1,2021,29,4,2015,27,12,2020,1,1,2021
Mobile,10.27,100,Fall River,MA,2721,Y,61,46,Y,3,M,Mortgage,MI,High School,A,Minor Loss,Ambulance,1,0,AL,Montgomery,8,AGENT00913,VNDR00418,Rhonda Wright,2010-04-07,Manchester,CT,6042,26263821,QDEW34764638651019,Fernandez Inc,Louisville,KY,40299,12,1,2021,15,2,2015,6,1,2021,8,1,2021
Travel,78.46,5000,San Leandro,CA,94579,N,51,62,Y,3,M,Rent,MI,High School,A,Major Loss,Other,0,1,CA,Fremont,4,AGENT00757,VNDR00258,Nora Stump,2004-05-11,Montgomery,AL,36110,86624507,UUIU01234750263613,Rodriguez-Thompson,Nashville,TN,37013,12,1,2021,15,1,2011,4,1,2021,7,1,2021
Property,110.31,16000,Washington,DC,20009,Y,53,56,Y,5,M,Rent,MI,High School,A,Total Loss,Ambulance,1,1,MD,Glen Burnie,6,AGENT01064,VNDR00261,Cynthia Kern,1994-05-03,Anchorage,AK,99567,114257215,IDZW43668733158045,"Blake, Jackson and Scott",Glendale,AZ,85301,12,1,2021,24,12,2012,28,12,2020,2,1,2021
Health,124.87,14000,Fayetteville,AR,72701,Y,42,42,Y,4,L,Rent,MI,Bachelor,A,Minor Loss,Police,1,1,AR,Fayetteville,2,AGENT00894,VNDR00387,Opal Faulkner,1997-01-15,Oklahoma City,OK,73116,106617054,OEAF03297316754278,Smith-Strickland,Moore,OK,73160,12,1,2021,8,10,2016,29,12,2020,3,1,2021
Property,96.27,29000,Oakland,CA,94621,N,58,18,Y,3,L,Mortgage,MI,College,A,Major Loss,Police,1,0,CA,Bakersfield,14,AGENT00334,VNDR00395,Barbara Corriveau,1996-01-09,Manchester,CT,6040,23264661,DXYM05173134231954,Mitchell-Dalton,Fayetteville,AR,72703,12,1,2021,23,8,2012,26,12,2020,31,12,2020
Motor,102.25,5000,Charlton,MA,1507,Y,53,28,Y,7,M,Rent,LI,Bachelor,A,Minor Loss,Police,1,1,KY,Louisville,11,AGENT01037,VNDR00462,Mary Franklin,1990-10-18,Montgomery,AL,36109,79019381,ZQWV22817299546112,"Gardner, May and Wallace",Arvada,CO,80004,12,1,2021,9,4,2017,2,1,2021,5,1,2021
Mobile,9.34,200,Rutland,VT,5701,Y,47,54,Y,5,M,Own,MI,Bachelor,A,Total Loss,Ambulance,1,0,GA,Savannah,5,AGENT00462,VNDR00584,Charles Tabares,1994-03-23,Panama City Beach,FL,32413,30038107,DFSL93500407057180,"Garrett, Wagner and Edwards",Midwest City,OK,73110,12,1,2021,27,9,2013,7,1,2021,8,1,2021
Travel,93.44,5000,Savannah,GA,31419,N,60,59,Y,6,M,Rent,MI,Masters,A,Total Loss,Other,1,0,KY,Northfield,14,AGENT00434,VNDR00317,Edward Odom,2005-10-05,Glendale,AZ,85303,119211324,BMHH11863984588776,"Gonzales, Collins and Rose",Montgomery,AL,36117,12,1,2021,15,10,2013,2,1,2021,5,1,2021
Life,97.14,55000,Arvada,CO,80004,Y,38,46,Y,3,L,Rent,HI,High School,A,Major Loss,Ambulance,0,1,MA,Lunenburg,11,AGENT00031,VNDR00296,Grace Rogers,2007-09-16,Anchorage,AK,99518,94846982,VQTA51524709318568,Robinson and Sons,Washington,DC,20002,12,1,2021,18,12,2014,23,12,2020,28,12,2020
Property,94.57,11000,Manchester,CT,6040,N,38,103,Y,6,H,Mortgage,MI,College,A,Minor Loss,Police,1,1,AR,Fayetteville,8,AGENT00195,VNDR00351,Kathryn Lowe,2017-11-28,Reading,VT,5062,63708006,GAHQ60911896915908,Hunt-Russo,Savannah,GA,31406,12,1,2021,24,8,2016,25,12,2020,30,12,2020
Motor,132.48,3000,Oakland,CA,94606,Y,62,115,Y,4,L,Rent,LI,High School,A,Minor Loss,Police,1,1,AZ,Glendale,14,AGENT00763,VNDR00312,Paul Banerjee,2000-03-10,Newark,CA,94560,13162456,FGHL73287223075108,Roberts Inc,Glendale,AZ,85302,12,1,2021,30,8,2017,26,12,2020,31,12,2020
Travel,80.52,1000,Montgomery,AL,36110,Y,53,111,Y,7,H,Rent,MI,College,A,Total Loss,Police,1,1,MA,Hardwick,10,AGENT00189,VNDR00210,Trevor Munoz,2002-03-26,Nashville,TN,37218,84756781,IYBT37542514188685,Ross-Martin,Savannah,GA,31419,12,1,2021,24,4,2012,10,1,2021,10,1,2021
Property,122.91,17000,Billerica,MA,1862,Y,58,62,Y,6,L,Own,LI,High School,A,Total Loss,Police,1,0,MD,Pasadena,15,AGENT00397,VNDR00051,Humberto Tanguay,1993-01-16,Medford,MA,2155,62842617,MFRY04945416317648,Roberts-Garcia,Louisville,KY,40214,13,1,2021,18,6,2019,6,1,2021,8,1,2021
Life,85.84,73000,Savannah,GA,31405,Y,58,43,Y,3,M,Mortgage,MI,Bachelor,A,Major Loss,Ambulance,1,0,AZ,Glendale,15,AGENT01105,VNDR00066,Betty Walker,2007-01-06,Anchorage,AK,99503,84132282,NJKV77708814426610,Hart-Carpenter,Livermore,CA,94550,13,1,2021,22,3,2013,4,1,2021,7,1,2021
Travel,80.38,3000,Manchester,CT,6040,Y,48,27,Y,6,M,Mortgage,HI,Bachelor,A,Minor Loss,Ambulance,0,1,KY,Louisville,15,AGENT00097,VNDR00183,Walter Wetzel,1999-05-01,Montgomery,AL,36105,28613851,SLNQ04446939633511,"Johnson, Espinoza and Kelley",Louisville,KY,40291,13,1,2021,6,6,2015,4,1,2021,7,1,2021
Mobile,9.0,100,Louisville,KY,40291,Y,41,51,Y,4,H,Mortgage,MI,Bachelor,A,Minor Loss,Ambulance,1,1,CT,Manchester,6,AGENT00822,VNDR00382,Frederick Patterson,2001-03-17,Annapolis,MD,21403,13230304,RUWY51620735679755,Smith Group,Washington,DC,20019,13,1,2021,19,7,2014,6,1,2021,8,1,2021
Property,95.27,28000,Mesa,AZ,85209,Y,42,28,Y,6,H,Mortgage,MI,Bachelor,A,Major Loss,Police,1,0,KY,Louisville,23,AGENT00664,VNDR00159,Howard Planas,1994-03-01,Nichols Hills,OK,73116,42181330,EEGB27145038898026,Warren-Brandt,Cambridge,MA,2138,13,1,2021,11,8,2015,11,1,2021,11,1,2021
Motor,95.37,7000,Fremont,CA,94555,Y,43,18,Y,6,M,Mortgage,MI,Bachelor,A,Total Loss,Police,0,0,CA,Redding,6,AGENT01043,VNDR00083,Josephine Miller,2005-05-13,Norman,OK,73071,101128250,DCWZ70838758103437,"Kennedy, Benjamin and Young",Montgomery,AL,36109,13,1,2021,24,10,2017,9,1,2021,10,1,2021
Life,69.1,40000,Pasadena,MD,21122,Y,31,101,Y,5,M,Own,MI,Bachelor,A,Minor Loss,Ambulance,0,0,GA,Pooler,14,AGENT00225,VNDR00457,Judith Piacente,2006-03-01,Manchester,CT,6040,78722718,NPGC64240650788776,Kramer and Sons,Glendale,AZ,85310,13,1,2021,7,3,2011,28,12,2020,2,1,2021
Travel,71.2,4000,Savannah,GA,31415,Y,49,37,Y,3,M,Mortgage,LI,Bachelor,A,Major Loss,Ambulance,1,0,KY,Louisville,23,AGENT00184,VNDR00360,Christopher Moore,2008-05-24,Oakhurst,CA,93644,73146250,NWDU13653050056755,Smith-Booth,Nashville,TN,37216,13,1,2021,24,5,2018,4,1,2021,7,1,2021
Life,85.88,50000,Montgomery,AL,36109,Y,38,15,Y,5,H,Mortgage,HI,Masters,A,Minor Loss,Police,0,1,KY,Louisville,14,AGENT00624,VNDR00254,Stacey Louis,2007-05-17,Nashville,TN,37115,25457751,QQBF44190523404491,Wilson-Kelly,Panama City,FL,32404,13,1,2021,27,12,2012,11,1,2021,11,1,2021
Life,61.76,68000,Crofton,MD,21114,N,54,58,Y,3,L,Mortgage,LI,Bachelor,A,Minor Loss,Ambulance,1,1,VT,Burlington,1,AGENT00772,VNDR00509,Colleen Penn,2011-06-24,Arvada,CO,80005,55357575,VKKF13807138297626,Barnes-Fox,Manchester,CT,6040,13,1,2021,2,4,2013,11,1,2021,11,1,2021
Health,103.11,14000,Glendale,AZ,85301,N,38,100,Y,2,L,Own,MI,High School,A,Minor Loss,Police,1,1,FL,Panama City Beach,9,AGENT00538,VNDR00549,Gerald Kolmer,2002-12-11,Burlington,VT,5401,88204666,JQON18573227734226,"Richardson, Bates and Olson",Norman,OK,73071,13,1,2021,25,7,2011,29,12,2020,3,1,2021
Motor,109.85,6000,Washington,DC,20020,N,57,38,Y,6,M,Mortgage,HI,Bachelor,A,Total Loss,Ambulance,1,1,CO,Arvada,18,AGENT00786,VNDR00410,Victor Perrin,1993-02-11,Louisville,KY,40272,115241097,WREH18805592939657,Fleming Group,Washington,VT,5468,13,1,2021,18,10,2016,24,12,2020,29,12,2020
Property,98.17,23000,Severna Park,MD,21146,N,40,54,Y,7,L,Rent,MI,Bachelor,A,Major Loss,Police,1,0,AK,Anchorage,10,AGENT00422,VNDR00332,Maggie Gentile,2007-12-14,Washington,DC,20002,68224006,BFOO93971714984441,"Garcia, Payne and Kelley",Grass Valley,CA,95945,13,1,2021,2,11,2019,29,12,2020,3,1,2021
Health,125.14,5000,Washington,DC,20011,Y,31,53,Y,7,L,Mortgage,LI,Masters,A,Total Loss,Ambulance,1,1,AK,Anchorage,1,AGENT00124,VNDR00183,Kelly Dover,1999-08-28,Colchester,VT,5446,67886348,IFPF36153563728876,"Johnson, Espinoza and Kelley",Louisville,KY,40291,13,1,2021,25,3,2019,7,1,2021,9,1,2021
Motor,84.56,10000,Nashville,TN,37217,Y,54,17,Y,4,M,Mortgage,MI,Bachelor,A,Total Loss,Police,1,1,TN,Nashville,18,AGENT00435,VNDR00433,Eugene Brox,1996-11-09,Washington,DC,20020,94644854,OEIB44255461327063,Sanchez PLC,Fayetteville,AR,72703,13,1,2021,6,2,2015,6,1,2021,8,1,2021
Travel,68.56,1000,Glendale,AZ,85308,Y,51,13,Y,6,H,Own,MI,College,A,Major Loss,Ambulance,1,1,CO,Arvada,23,AGENT01001,VNDR00496,Bradley Bautista,1992-07-23,Louisville,KY,40291,68828800,DSWC38667733377833,Hunter-Estrada,Washington,DC,20019,13,1,2021,10,6,2015,26,12,2020,31,12,2020
Life,84.7,79000,Glen Burnie,MD,21060,N,36,58,Y,5,M,Mortgage,MI,Masters,A,Major Loss,Ambulance,1,0,AZ,Glendale,8,AGENT01108,VNDR00083,Sharon Wheeler,1997-10-19,Montgomery,AL,36104,110483847,LNXZ12444869440499,"Kennedy, Benjamin and Young",Montgomery,AL,36109,13,1,2021,30,1,2016,2,1,2021,7,1,2021
Health,103.58,9000,Falmouth,MA,2540,N,63,94,Y,6,L,Mortgage,MI,MD,A,Major Loss,Ambulance,1,1,AZ,Glendale,2,AGENT00205,VNDR00232,Rebekah Dawson,2010-02-26,Washington,DC,20003,94971213,QOVO18132119366727,"Myers, Hayes and Jones",Savannah,GA,31405,13,1,2021,15,11,2014,8,1,2021,9,1,2021
Mobile,9.16,100,Hayward,CA,94541,Y,57,68,N,6,L,Rent,HI,Bachelor,A,Major Loss,Ambulance,1,1,GA,Bloomingdale,13,AGENT00669,VNDR00314,Clayton Veit,1997-02-11,Mammoth Lakes,CA,93546,105681188,OXBN46370701796955,Clarke Ltd,Hanover,MD,21076,13,1,2021,24,3,2012,28,12,2020,2,1,2021
Mobile,10.37,600,Montgomery,AL,36116,Y,58,94,Y,6,M,Mortgage,LI,Bachelor,A,Minor Loss,Other,0,0,MA,Winchester,21,AGENT00288,VNDR00597,Michael Fowler,2002-10-08,Guthrie,OK,73044,73263191,GBXZ93703464051375,Ortiz-Donovan,Fayetteville,AR,72701,13,1,2021,7,6,2016,1,1,2021,6,1,2021
Mobile,8.79,200,Anchorage,AK,99501,N,49,22,Y,3,M,Own,MI,High School,A,Total Loss,Ambulance,0,0,TN,Nolensville,3,AGENT00149,VNDR00031,Penny Diemer,2009-12-12,Manchester,CT,6040,107749125,USCV31305768758392,Johnson Ltd,Fayetteville,AR,72703,14,1,2021,24,1,2012,11,1,2021,11,1,2021
Health,120.27,17000,Lawrence,MA,1843,Y,30,25,Y,4,M,Own,HI,College,A,Total Loss,Police,1,1,AL,Montgomery,18,AGENT00404,VNDR00139,Terry Reitan,1998-08-10,Pooler,GA,31322,13698742,RPOU36078367297415,Kim Ltd,Atascadero,CA,93422,14,1,2021,24,11,2016,27,12,2020,1,1,2021
Property,102.48,28000,Groton,CT,6340,Y,60,78,Y,4,L,Rent,MI,High School,A,Major Loss,Police,1,0,KY,Louisville,7,AGENT00012,VNDR00018,Jeffrey Forbis,2010-08-05,Fayetteville,AR,72703,121484709,IQRF67979220911116,Bradley Ltd,Washington,DC,20018,14,1,2021,22,8,2010,4,1,2021,7,1,2021
Travel,56.45,4000,Manchester,CT,6040,Y,61,106,Y,7,L,Mortgage,LI,MD,A,Minor Loss,Police,1,0,CO,Arvada,14,AGENT00086,VNDR00500,Shelia Morales,2002-04-22,Nashville,TN,37207,36743849,UPBY22009074123142,Galloway and Sons,Louisville,KY,40118,14,1,2021,6,10,2018,26,12,2020,31,12,2020
Health,181.0,17000,Arvada,CO,80004,N,46,77,Y,5,L,Own,LI,High School,A,Major Loss,Police,1,0,AZ,Glendale,14,AGENT00207,VNDR00425,James Willis,2004-11-25,Glen Burnie,MD,21060,47167663,EESW97762633824478,Nguyen-Hess,Nashville,TN,37221,14,1,2021,27,9,2012,13,1,2021,13,1,2021
Travel,50.81,5000,West Brattleboro,VT,5301,Y,40,64,Y,3,M,Mortgage,MI,Masters,A,Minor Loss,Other,1,1,GA,Savannah,20,AGENT00528,VNDR00410,Victoria Miles,1999-08-02,Louisville,KY,40207,99580340,BYMT01156766372261,Fleming Group,Wilmington,VT,5468,14,1,2021,22,3,2011,30,12,2020,4,1,2021
Property,138.26,16000,Fresno,CA,93737,Y,46,21,Y,6,M,Rent,LI,Bachelor,A,Minor Loss,Police,1,1,KY,Louisville,17,AGENT00936,VNDR00503,Charles Dennison,2000-06-30,San Leandro,CA,94579,23061848,BODY05594930421043,Williams Inc,Manchester,CT,6040,14,1,2021,21,1,2020,8,1,2021,10,1,2021
Mobile,9.95,300,Montgomery,AL,36117,N,53,101,Y,2,M,Own,LI,Bachelor,A,Total Loss,Police,1,0,AK,Anchorage,9,AGENT00060,VNDR00262,Vincent Rule,2000-12-21,Louisville,KY,40216,127573193,NNQD57441399397776,Lee PLC,Fayetteville,AR,72703,14,1,2021,15,5,2018,2,1,2021,7,1,2021
Motor,80.4,6000,Panama City,FL,32404,N,57,94,Y,2,M,Rent,MI,Bachelor,A,Total Loss,Police,1,1,GA,Savannah,14,AGENT00391,VNDR00511,Bernice Mcneeley,2014-10-21,Danville,VT,5873,24557924,VAUX84281971835797,"Miller, Williams and Mcgee",Anchorage,AK,99507,14,1,2021,21,1,2014,12,1,2021,12,1,2021
Mobile,11.99,500,Nashville,TN,37216,N,27,45,Y,6,M,Own,MI,Bachelor,D,Minor Loss,Ambulance,1,0,DC,Washington,10,AGENT00278,VNDR00193,Patricia Tucker,2007-06-12,Norman,OK,73071,87652976,YEPN16077902472499,Hensley-Day,Fayetteville,AR,72703,14,1,2021,12,12,2011,30,12,2020,4,1,2021
Property,86.53,35000,Youngstown,FL,32466,Y,39,71,Y,5,M,Own,MI,High School,A,Major Loss,Police,1,1,GA,Savannah,17,AGENT00157,VNDR00297,Johnnie Mclain,2010-06-07,Anchorage,AK,99508,101956451,AZRK89286617238422,Wilkins Group,Vacaville,CA,95688,14,1,2021,25,4,2019,29,12,2020,3,1,2021
Life,53.3,43000,Oakland,CA,94610,Y,40,37,Y,6,L,Rent,MI,PhD,A,Minor Loss,Ambulance,1,0,DC,Washington,23,AGENT00169,VNDR00175,Shanna Palacios,1998-05-19,Annapolis,MD,21401,53960456,TQXY26292484775616,"Stokes, Lane and Smith",Arvada,CO,80003,14,1,2021,18,6,2012,4,1,2021,7,1,2021
Mobile,6.76,400,Arvada,CO,80004,Y,28,66,N,3,M,Mortgage,HI,Masters,A,Major Loss,Police,0,1,DC,Washington,10,AGENT00871,VNDR00430,Charles Milam,1999-04-26,Crofton,MD,21114,101510415,NPJT28339550872419,Salazar and Sons,West Sacramento,CA,95605,14,1,2021,27,2,2011,2,1,2021,7,1,2021
Mobile,10.16,400,Glendale,AZ,85301,Y,32,59,Y,4,H,Rent,MI,Bachelor,A,Major Loss,Ambulance,1,1,CA,Fremont,11,AGENT00550,VNDR00447,Oscar Travis,1998-10-05,San Leandro,CA,94578,121640954,ULLZ62567144767074,"Johnson, Hernandez and Mcguire",Nashville,TN,37207,14,1,2021,22,6,2015,30,12,2020,4,1,2021
Property,110.95,13000,Garden City,GA,31408,Y,43,89,Y,5,H,Rent,MI,High School,A,Major Loss,Police,1,1,CT,Manchester,18,AGENT00701,VNDR00076,Jenny Mikelson,2007-06-03,Edmond,OK,73013,116824853,WQPU13332494521276,"Schaefer, Paul and Ayala",Washington,DC,20011,14,1,2021,19,10,2012,13,1,2021,13,1,2021
Mobile,8.55,100,Oklahoma City,OK,73129,Y,26,27,Y,4,L,Mortgage,LI,PhD,A,Total Loss,Police,1,0,TN,Nashville,15,AGENT00342,VNDR00494,James Horn,1999-07-14,Fayetteville,AR,72704,83152085,QCMT64286396497603,Riley PLC,Odenton,MD,21113,14,1,2021,23,4,2019,2,1,2021,7,1,2021
Property,113.46,29000,Manchester,CT,6040,Y,59,14,Y,7,L,Own,MI,Bachelor,D,Total Loss,Police,0,0,AL,Montgomery,20,AGENT00867,VNDR00415,Marcia Knowles,1991-03-16,Glendale,AZ,85308,66901237,XWPM20407976259173,Wells Group,Manchester,CT,6042,14,1,2021,7,7,2018,8,1,2021,10,1,2021
Health,103.98,20000,Wheatland,CA,95692,Y,64,109,Y,2,L,Rent,HI,High School,A,Total Loss,Police,1,0,AR,Fayetteville,14,AGENT00142,VNDR00001,Leland Low,2016-07-01,Arvada,CO,80004,12429983,PLLC29856287335279,"King, Proctor and Jones",Fayetteville,AR,72703,14,1,2021,2,3,2017,10,1,2021,11,1,2021
Motor,127.71,3000,Fremont,CA,94538,N,41,97,Y,5,L,Own,LI,High School,A,Total Loss,Police,1,1,GA,Savannah,8,AGENT00228,VNDR00482,Omar Butler,1994-02-06,Savannah,GA,31404,93994550,JZHF32977098270599,Hardy Inc,Nashville,TN,37211,14,1,2021,28,1,2016,28,12,2020,2,1,2021
Travel,86.04,3000,Nashville,TN,37217,Y,46,34,Y,2,L,Rent,HI,High School,A,Minor Loss,Ambulance,0,1,MD,Hanover,8,AGENT00619,VNDR00256,Billie Barefield,2011-06-24,Washington,DC,20037,80830478,SWPK82286039441636,Barrett and Sons,Fremont,CA,94538,14,1,2021,9,1,2019,1,1,2021,6,1,2021
Health,133.12,15000,Springfield,MA,1104,Y,53,100,Y,3,M,Mortgage,MI,High School,A,Minor Loss,Police,1,1,TN,Nashville,22,AGENT01027,VNDR00488,Peter Bates,2001-07-22,Fayetteville,AR,72703,55071686,WURP39860255825021,Walker-Ingram,Fremont,CA,94536,14,1,2021,24,2,2011,12,1,2021,12,1,2021
Travel,70.78,2000,Panama City,FL,32405,Y,46,92,Y,3,M,Own,MI,High School,A,Total Loss,Ambulance,1,1,DC,Washington,17,AGENT00853,VNDR00546,Christina Schwart,2008-12-11,Savannah,GA,31408,113432604,GZAY41352995514708,Peterson-Mayo,Midwest City,OK,73110,14,1,2021,24,10,2010,10,1,2021,11,1,2021
Travel,63.84,5000,Newark,CA,94560,N,40,81,Y,3,H,Rent,HI,Bachelor,A,Total Loss,Police,1,1,FL,Panama City Beach,2,AGENT00247,VNDR00543,Brenda Estrada,2003-08-04,Oklahoma City,OK,73119,38063828,QWNN87023534166202,Adams-Johnson,Louisville,KY,40202,14,1,2021,30,7,2014,10,1,2021,11,1,2021
Travel,82.07,5000,Oklahoma City,OK,73159,Y,49,27,Y,6,L,Own,HI,Bachelor,A,Minor Loss,Police,1,1,AL,Pike Road,13,AGENT00317,VNDR00002,Rita Hix,2009-04-30,Anchorage,AK,99501,66184818,CSEY12174387126856,Garcia Ltd,Montgomery,AL,36117,14,1,2021,26,4,2012,7,1,2021,9,1,2021
Health,107.86,20000,Montgomery,AL,36107,Y,49,37,Y,3,M,Rent,MI,Masters,A,Total Loss,Ambulance,1,1,KY,Louisville,12,AGENT00807,VNDR00297,Don Filkins,2000-08-18,Arvada,CO,80003,71679907,ZPQG99654820130887,Wilkins Group,Vacaville,CA,95688,14,1,2021,1,4,2012,10,1,2021,11,1,2021
Property,81.85,27000,Manchester,CT,6040,Y,42,82,Y,4,L,Own,HI,Bachelor,A,Total Loss,Other,1,1,DC,Washington,3,AGENT00189,VNDR00431,Trevor Munoz,2002-03-26,Nashville,TN,37218,84756781,IYBT37542514188685,Campbell LLC,Louisville,KY,40202,15,1,2021,16,9,2015,26,12,2020,31,12,2020
Health,114.63,3000,Glendale,AZ,85306,Y,35,9,Y,7,L,Mortgage,HI,High School,A,Major Loss,Ambulance,1,1,MA,Quincy,10,AGENT00932,VNDR00078,Carl Chiarelli,1995-02-17,Barre,VT,5641,94327896,IMAD22493718509641,Young Ltd,Redding,CA,96003,15,1,2021,8,12,2016,1,1,2021,6,1,2021
Life,85.24,14000,Arvada,CO,80002,N,57,25,Y,7,H,Rent,MI,Bachelor,A,Minor Loss,Other,1,1,AK,Anchorage,17,AGENT00353,VNDR00216,Sara Fincher,2018-05-12,Montgomery,AL,36116,12747597,LQZS06791544469089,Smith-Zimmerman,Montgomery,AL,36117,15,1,2021,13,6,2016,8,1,2021,10,1,2021
Motor,78.41,1000,Poultney,VT,5764,N,32,113,N,7,M,Own,HI,High School,A,Total Loss,Ambulance,1,1,AR,Fayetteville,21,AGENT00877,VNDR00512,Jacob Williamson,2011-06-16,Montgomery,AL,36108,127486141,FBWW97151458509461,Petersen Ltd,Manchester,CT,6042,15,1,2021,18,4,2017,14,1,2021,14,1,2021
Health,178.86,18000,Washington,DC,20020,Y,37,23,Y,6,M,Own,MI,Masters,A,Minor Loss,Police,1,1,OK,Midwest City,13,AGENT01086,VNDR00028,Barbara Betancourt,2013-08-24,Holbrook,MA,2343,106103775,EISG65894271513444,"Hawkins, Hernandez and Carter",Fremont,CA,94536,15,1,2021,11,2,2016,2,1,2021,7,1,2021
Health,167.69,16000,Montgomery,AL,36117,Y,63,13,Y,5,M,Rent,MI,PhD,A,Total Loss,Ambulance,0,1,DC,Washington,6,AGENT00600,VNDR00186,Ray Kutz,2003-11-11,Arvada,CO,80003,110255363,NCWX77972965928094,Smith PLC,Anchorage,AK,99515,15,1,2021,3,8,2019,10,1,2021,11,1,2021
